,actors,movies
4852,nishant dahiya,Titoo MBA
4853,pragya jaiswal,Titoo MBA
4854,kangana ranaut,Queen
4855,rajkummar rao,Queen
4856,lisa haydon,Queen
4857,mish boyko,Queen
4858,rupa bhimani,Chhota Bheem and the Throne of Bali
4859,vivaan bhimani,Chhota Bheem and the Throne of Bali
4860,parignya pandya shah,Chhota Bheem and the Throne of Bali
4861,adhyayan suman,Heartless
4862,ariana ayam,Heartless
4863,deepti naval,Heartless
4864,om puri,Heartless
4865,manu rishi chadha,What the Fish
4866,naresh gosain,What the Fish
4867,dimple kapadia,What the Fish
4868,deepti pujari,What the Fish
4869,vidya balan,Bobby Jasoos
4870,ali fazal,Bobby Jasoos
4871,mahima a,Bobby Jasoos
4872,abhishek c,Bobby Jasoos
4873,emraan hashmi,Ungli
4874,kangana ranaut,Ungli
4875,sanjay dutt,Ungli
4876,randeep hooda,Ungli
4877,farooq shaikh,Children of War
4878,victor banerjee,Children of War
4879,pavan malhotra,Children of War
4880,indraneil sengupta,Children of War
4881,ranveer singh,Kill Dil
4882,ali zafar,Kill Dil
4883,parineeti chopra,Kill Dil
4884,govinda,Kill Dil
4885,himansh kohli,Yaariyan
4886,vivek bhatnagar,Yaariyan
4887,nicole faria,Yaariyan
4888,gulshan grover,Yaariyan
4889,tabu,Haider
4890,shahid kapoor,Haider
4891,shraddha kapoor,Haider
4892,kay kay menon,Haider
4893,aditya roy kapoor,Daawat-e-Ishq
4894,parineeti chopra,Daawat-e-Ishq
4895,anupam kher,Daawat-e-Ishq
4896,amitabh bachchan,Mahabharat
4897,ajay devgn,Mahabharat
4898,vidya balan,Mahabharat
4899,sunny deol,Mahabharat
4900,sahil anand,Babloo Happy Hai
4901,parvin dabas,Babloo Happy Hai
4902,erica fernandes,Babloo Happy Hai
4903,preet kamal,Babloo Happy Hai
4904,jimmy shergill,Darr @ the Mall
4905,nushrat bharucha,Darr @ the Mall
4906,arif zakaria,Darr @ the Mall
4907,asif basra,Darr @ the Mall
4908,shiv darshan,Karle Pyaar Karle
4909,hasleen kaur,Karle Pyaar Karle
4910,aham sharma,Karle Pyaar Karle
4911,tanya malik,Karle Pyaar Karle
4912,pulkit samrat,O Teri
4913,bilal amrohi,O Teri
4914,sarah-jane dias,O Teri
4915,mandira bedi,O Teri
4916,ayushmann khurrana,Bewakoofiyaan
4917,sonam kapoor,Bewakoofiyaan
4918,rishi kapoor,Bewakoofiyaan
4919,swedha singh,Bewakoofiyaan
4920,mohammed zeeshan ayyub,Raja Natwarlal
4921,tarun dudeja,Raja Natwarlal
4922,emraan hashmi,Raja Natwarlal
4923,narendra jetley,Raja Natwarlal
4924,rani mukerji,Mardaani
4925,tahir raj bhasin,Mardaani
4926,gautam babbar,Mardaani
4927,probir dutt,Mardaani
4928,sanjiv chopra,Mokssh
4929,chinmay mandlekar,Mokssh
4930,suhas sirsat,Mokssh
4931,sukhada yash,Mokssh
4932,omkar das manikpuri,Ebn-e-Batuta
4933,rajeev verma,Ebn-e-Batuta
4934,dev gohar,Ebn-e-Batuta
4935,satya khare,Ebn-e-Batuta
4936,mahesh balraj,Hawaa Hawaai
4937,bugs bhargava,Hawaa Hawaai
4938,hardik bothra,Hawaa Hawaai
4939,makrand deshpande,Hawaa Hawaai
4940,jacky bhagnani,Youngistaan
4941,neha sharma,Youngistaan
4942,farooq shaikh,Youngistaan
4943,boman irani,Youngistaan
4944,asif basra,Yeh Hai Bakrapur
4945,anshuman jha,Yeh Hai Bakrapur
4946,yoshika verma,Yeh Hai Bakrapur
4947,amit sial,Yeh Hai Bakrapur
4948,sanjay chauhan,The Dirty Relation
4949,jasleen matharu,The Dirty Relation
4950,kanwaljeet matharu,The Dirty Relation
4951,kesar matharu,The Dirty Relation
4952,sharman joshi,Gang of Ghosts
4953,mahie gill,Gang of Ghosts
4954,asrani,Gang of Ghosts
4955,parambrata chatterjee,Gang of Ghosts
4956,amitabh bachchan,Bhoothnath Returns
4957,boman irani,Bhoothnath Returns
4958,parth bhalerao,Bhoothnath Returns
4959,sanjay mishra,Bhoothnath Returns
4960,harman baweja,Dishkiyaoon
4961,harsh chhaya,Dishkiyaoon
4962,sunny deol,Dishkiyaoon
4963,rajit kapoor,Dishkiyaoon
4964,deepak dobriyal,Chal Bhaag
4965,keeya khanna,Chal Bhaag
4966,sanjay mishra,Chal Bhaag
4967,yashpal sharma,Chal Bhaag
4968,ashok banthia,Khoobsurat
4969,rishabh chaddha,Khoobsurat
4970,badrul islam,Khoobsurat
4971,simran jehani,Khoobsurat
4972,jyoti rana,Karar: The Deal
4973,shashi wadia,Karar: The Deal
4974,tarun arora,Karar: The Deal
4975,mahek chahal,Karar: The Deal
4976,gajendra chouhan,Kahin Hai Mera Pyar
4977,shroff jackie,Kahin Hai Mera Pyar
4978,sanjay kapoor,Kahin Hai Mera Pyar
4979,sonia mann,Kahin Hai Mera Pyar
4980,hritu,Neighbours
4981,sunny singh,Neighbours
4982,gavie chahal,Neighbours
4983,arbaaz ali khan,Neighbours
4984,ajay sinh rathod,Angry Young Man
4985,prachi sinha,Angry Young Man
4986,sushant singh,Hate Story 2
4987,surveen chawla,Hate Story 2
4988,jay bhanushali,Hate Story 2
4989,siddharth kher,Hate Story 2
4990,bipasha basu,Creature
4991,imran abbas,Creature
4992,mukul dev,Creature
4993,deepraj rana,Creature
4994,ramgopal bajaj,Samrat & Co.
4995,ajay bhandari,Samrat & Co.
4996,barkha bisht,Samrat & Co.
4997,priyanshu chatterjee,Samrat & Co.
4998,kannan arunachalam,Koyelaanchal
4999,vinod khanna,Koyelaanchal
5000,roopali krishnarao,Koyelaanchal
5001,sunil shetty,Koyelaanchal
5002,himesh reshammiya,The Xpose
5003,yo yo honey singh,The Xpose
5004,irrfan khan,The Xpose
5005,zoya afroz,The Xpose
5006,satish kaushik,Dekh Tamasha Dekh
5007,tanvi azmi,Dekh Tamasha Dekh
5008,vinay jain,Dekh Tamasha Dekh
5009,sharad ponkshe,Dekh Tamasha Dekh
5010,varun dhawan,Humpty Sharma Ki Dulhania
5011,alia bhatt,Humpty Sharma Ki Dulhania
5012,sidharth shukla,Humpty Sharma Ki Dulhania
5013,ashutosh rana,Humpty Sharma Ki Dulhania
5014,rati agnihotri,Purani Jeans
5015,param baidwaan,Purani Jeans
5016,kashika chopra,Purani Jeans
5017,sammy durrani,Purani Jeans
5018,jimmy shergill,Fugly
5019,mohit marwah,Fugly
5020,kiara advani,Fugly
5021,vijender singh,Fugly
5022,rajkummar rao,CityLights
5023,mallhar goenka,CityLights
5024,manav kaul,CityLights
5025,patralekhaa,CityLights
5026,armaan jain,Lekar Hum Deewana Dil
5027,deeksha seth,Lekar Hum Deewana Dil
5028,nikita dutta,Lekar Hum Deewana Dil
5029,rohini hattangadi,Lekar Hum Deewana Dil
5030,salil acharya,3 AM: A Paranormal Experience
5031,kavin dave,3 AM: A Paranormal Experience
5032,anindita nayar,3 AM: A Paranormal Experience
5033,rannvijay singh,3 AM: A Paranormal Experience
5034,sonam arora,Bollywood Villa
5035,arun bakshi,Bollywood Villa
5036,piyush bhalodiya,Bollywood Villa
5037,deepak bhatia,Bollywood Villa
5038,akshay oberoi,Pizza
5039,parvathy omanakuttan,Pizza
5040,dipannita sharma,Pizza
5041,arunoday singh,Pizza
5042,saahil prem,M.A.D: Mad About Dance
5043,amrit maghera,M.A.D: Mad About Dance
5044,salah benlemqawanssa,M.A.D: Mad About Dance
5045,akilesh unnitan,M.A.D: Mad About Dance
5046,vir das,Amit Sahni Ki List
5047,anindita nayar,Amit Sahni Ki List
5048,natasha rastogi,Amit Sahni Ki List
5049,kavi shastri,Amit Sahni Ki List
5050,anupam kher,Ekkees Toppon Ki Salaami
5051,neha dhupia,Ekkees Toppon Ki Salaami
5052,divyendu sharma,Ekkees Toppon Ki Salaami
5053,manu rishi chadha,Ekkees Toppon Ki Salaami
5054,akshay kumar,The Shaukeens
5055,lisa haydon,The Shaukeens
5056,rati agnihotri,The Shaukeens
5057,cyrus broacha,The Shaukeens
5058,rajesh bakshi,Desi Kattey
5059,jay bhanushali,Desi Kattey
5060,claudia ciesla,Desi Kattey
5061,akhil kapur,Desi Kattey
5062,manoj amarnani,Life Is Beautiful
5063,nancy brunetta,Life Is Beautiful
5064,anokhi dalvi,Life Is Beautiful
5065,parth naik,Life Is Beautiful
5066,rati agnihotri,Spark
5067,mansha bahl,Spark
5068,rajneesh duggal,Spark
5069,shubhashree ganguli,Spark
5070,deepak chadha,Jigariyaa
5071,harshvardhan deo,Jigariyaa
5072,sneha deori,Jigariyaa
5073,vineeta malik,Jigariyaa
5074,shiv pandit,Mumbai Delhi Mumbai
5075,piaa bajpai,Mumbai Delhi Mumbai
5076,mohan joshi,Love U Crazy Girl
5077,shakti kapoor,Love U Crazy Girl
5078,nitika sharma,Love U Crazy Girl
5079,aryan vaid,Love U Crazy Girl
5080,kaivalya chheda,Shuruaat Ka Interval
5081,rajsekhar aningi,Shuruaat Ka Interval
5082,avidant bhagat,Shuruaat Ka Interval
5083,bramha,Shuruaat Ka Interval
5084,manish choudhary,Trip to Bhangarh
5085,suzanna mukherjee,Trip to Bhangarh
5086,poonam pandey,Trip to Bhangarh
5087,adil hussain,Zed Plus
5088,ekavali khanna,Zed Plus
5089,kulbhushan kharbanda,Zed Plus
5090,sanjay mishra,Zed Plus
5091,vir das,Gollu aur Pappu
5092,sandeepa dhar,Gollu aur Pappu
5093,rahul handa,Gollu aur Pappu
5094,dimple kapadia,Gollu aur Pappu
5095,shradha das,Zid
5096,mohan kapoor,Zid
5097,mannara,Zid
5098,karanvir sharma,Zid
